Date,Sample.ID,Fragment.ID,Plug.Number,Chamber.Channel,Position,Bin.ID,Run,Species,Fragment.Number,Sample.Type,Temp.Cat,Water.Height.cm,Chamber.Vol.L,Surf.Area.cm2,Start.Tme.Light,Stop.Time.Light,Start.Tme.Dark,Stop.Time.Dark,Notes,QC
20190805,BLANK1-AMB,BLANK1-AMB,NA,6,6,NA,1,P.astreoides,NA,Blank,Ambient,23.7,,,9:37,10:05,10:11,10:36,,
20190805,BLANK1-HOT,BLANK1-HOT,NA,5,5,NA,1,P.astreoides,NA,Blank,Hot,23.7,,,9:37,10:05,10:11,10:36,,
20190805,BLANK2-AMB,BLANK2-AMB,NA,6,6,NA,2,P.astreoides,NA,Blank,Ambient,23.7,,,10:53,11:24,11:29,11:52,,
20190805,BLANK2-HOT,BLANK2-HOT,NA,5,5,NA,2,P.astreoides,NA,Blank,Hot,23.7,,,10:53,11:24,11:29,11:52,,
20190805,BLANK3-AMB,BLANK3-AMB,NA,6,6,NA,3,P.astreoides,NA,Blank,Ambient,23.7,,,12:08,12:36,12:41,13:02,,
20190805,BLANK3-HOT,BLANK3-HOT,NA,5,5,NA,3,P.astreoides,NA,Blank,Hot,23.7,,,12:08,12:36,12:41,13:02,,
20190805,BLANK4-AMB,BLANK4-AMB,NA,6,6,NA,4,P.astreoides,NA,Blank,Ambient,23.7,,,13:23,13:50,13:55,14:16,,
20190805,BLANK4-HOT,BLANK4-HOT,NA,5,5,NA,4,P.astreoides,NA,Blank,Hot,23.7,,,13:23,13:50,13:55,14:16,,
20190805,BLANK5-AMB,BLANK5-AMB,NA,6,6,NA,5,P.astreoides,NA,Blank,Ambient,23.7,,,14:35,15:01,15:06,15:30,,
20190805,BLANK5-HOT,BLANK5-HOT,NA,5,5,NA,5,P.astreoides,NA,Blank,Hot,23.7,,,14:35,15:01,15:06,15:30,,
20190805,R1,R1,NA,10,10,NA,2,P.astreoides,NA,Sample,Ambient,23.1,,,10:53,11:24,11:29,11:52,,
20190805,R10,R10,NA,7,7,NA,4,P.astreoides,NA,Sample,Ambient,23.2,,,13:23,13:50,13:55,14:16,,
20190805,R11,R11,NA,1,1,NA,3,P.astreoides,NA,Sample,Hot,23.1,,,12:08,12:36,12:41,13:02,,
20190805,R12,R12,NA,2,2,NA,4,P.astreoides,NA,Sample,Hot,22.8,,,13:23,13:50,13:55,14:16,,
20190805,R13,R13,NA,7,7,NA,5,P.astreoides,NA,Sample,Ambient,23.4,,,14:35,15:01,15:06,15:30,,
20190805,R14,R14,NA,9,9,NA,5,P.astreoides,NA,Sample,Ambient,23.2,,,14:35,15:01,15:06,15:30,,
20190805,R15,R15,NA,9,9,NA,3,P.astreoides,NA,Sample,Ambient,23,,,12:08,12:36,12:41,13:02,,
20190805,R16,R16,NA,10,10,NA,3,P.astreoides,NA,Sample,Ambient,23.4,,,12:08,12:36,12:41,13:02,,
20190805,R17,R17,NA,8,8,NA,4,P.astreoides,NA,Sample,Ambient,22.5,,,13:23,13:50,13:55,14:16,,
20190805,R18,R18,NA,8,8,NA,2,P.astreoides,NA,Sample,Ambient,23.1,,,10:53,11:24,11:29,11:52,,
20190805,R19,R19,NA,4,4,NA,5,P.astreoides,NA,Sample,Hot,23.4,,,14:35,15:01,15:06,15:30,,
20190805,R2,R2,NA,9,9,NA,2,P.astreoides,NA,Sample,Ambient,23.2,,,10:53,11:24,11:29,11:52,,
20190805,R20,R20,NA,1,1,NA,1,P.astreoides,NA,Sample,Hot,22.8,,,9:37,10:05,10:11,10:36,,
20190805,R21,R21,NA,4,4,NA,2,P.astreoides,NA,Sample,Hot,23.2,,,10:53,11:24,11:29,11:52,,
20190805,R22,R22,NA,8,8,NA,1,P.astreoides,NA,Sample,Ambient,23.1,,,9:37,10:05,10:11,10:36,,
20190805,R23,R23,NA,8,8,NA,3,P.astreoides,NA,Sample,Ambient,22.8,,,12:08,12:36,12:41,13:02,,
20190805,R24,R24,NA,2,2,NA,3,P.astreoides,NA,Sample,Hot,23,,,12:08,12:36,12:41,13:02,,
20190805,R25,R25,NA,9,9,NA,4,P.astreoides,NA,Sample,Ambient,23.1,,,13:23,13:50,13:55,14:16,,
20190805,R26,R26,NA,4,4,NA,1,P.astreoides,NA,Sample,Hot,22.9,,,9:37,10:05,10:11,10:36,,
20190805,R27,R27,NA,4,4,NA,3,P.astreoides,NA,Sample,Hot,22.9,,,12:08,12:36,12:41,13:02,,
20190805,R28,R28,NA,3,3,NA,5,P.astreoides,NA,Sample,Hot,23.1,,,14:35,15:01,15:06,15:30,,
20190805,R29,R29,NA,3,3,NA,4,P.astreoides,NA,Sample,Hot,22.9,,,13:23,13:50,13:55,14:16,,
20190805,R3,R3,NA,3,3,NA,2,P.astreoides,NA,Sample,Hot,22.9,,,10:53,11:24,11:29,11:52,,
20190805,R30,R30,NA,2,2,NA,1,P.astreoides,NA,Sample,Hot,23.1,,,9:37,10:05,10:11,10:36,,
20190805,R31,R31,NA,3,3,NA,3,P.astreoides,NA,Sample,Hot,22.9,,,12:08,12:36,12:41,13:02,,
20190805,R32,R32,NA,7,7,NA,3,P.astreoides,NA,Sample,Ambient,23.1,,,12:08,12:36,12:41,13:02,,
20190805,R33,R33,NA,9,9,NA,1,P.astreoides,NA,Sample,Ambient,22.9,,,9:37,10:05,10:11,10:36,,
20190805,R34,R34,NA,10,10,NA,5,P.astreoides,NA,Sample,Ambient,23.2,,,14:35,15:01,15:06,15:30,,
20190805,R35,R35,NA,2,2,NA,2,P.astreoides,NA,Sample,Hot,23.2,,,10:53,11:24,11:29,11:52,,
20190805,R36,R36,NA,1,1,NA,2,P.astreoides,NA,Sample,Hot,23.1,,,10:53,11:24,11:29,11:52,,
20190805,R37,R37,NA,3,3,NA,1,P.astreoides,NA,Sample,Hot,23.1,,,9:37,10:05,10:11,10:36,,
20190805,R38,R38,NA,4,4,NA,4,P.astreoides,NA,Sample,Hot,23.3,,,13:23,13:50,13:55,14:16,,
20190805,R39,R39,NA,7,7,NA,1,P.astreoides,NA,Sample,Ambient,23.3,,,9:37,10:05,10:11,10:36,,
20190805,R4,R4,NA,1,1,NA,4,P.astreoides,NA,Sample,Hot,23.1,,,13:23,13:50,13:55,14:16,,
20190805,R40,R40,NA,10,10,NA,1,P.astreoides,NA,Sample,Ambient,23,,,9:37,10:05,10:11,10:36,,
20190805,R5,R5,NA,10,10,NA,4,P.astreoides,NA,Sample,Ambient,23.5,,,13:23,13:50,13:55,14:16,,
20190805,R6,R6,NA,8,8,NA,5,P.astreoides,NA,Sample,Ambient,23,,,14:35,15:01,15:06,15:30,,
20190805,R7,R7,NA,7,7,NA,2,P.astreoides,NA,Sample,Ambient,22.9,,,10:53,11:24,11:29,11:52,,
20190805,R8,R8,NA,2,2,NA,5,P.astreoides,NA,Sample,Hot,23,,,14:35,15:01,15:06,15:30,,
20190805,R9,R9,NA,1,1,NA,5,P.astreoides,NA,Sample,Hot,23.1,,,14:35,15:01,15:06,15:30,,
